time,CESM1-CAM5,MPI-ESM-LR,CANESM2
2000.0,8731455700000.0,8731455700000.0,8731455700000.0
2001.0,8702151000000.0,8702151000000.0,8702151000000.0
2002.0,8675032000000.0,8675032000000.0,8675032000000.0
2003.0,8655382500000.0,8655382500000.0,8655382500000.0
2004.0,8624700700000.0,8624700700000.0,8624700700000.0
2005.0,8607442000000.0,8607442000000.0,8607442000000.0
2006.0,8605370000000.0,8605370000000.0,8605370000000.0
2007.0,8578066300000.0,8578066300000.0,8578066300000.0
2008.0,8537507000000.0,8537507000000.0,8537507000000.0
2009.0,8501300600000.0,8501300600000.0,8501300600000.0
2010.0,8462647000000.0,8462647000000.0,8462647000000.0
2011.0,8419587700000.0,8419587700000.0,8419587700000.0
2012.0,8386572700000.0,8386572700000.0,8386572700000.0
2013.0,8360661000000.0,8360661000000.0,8360661000000.0
2014.0,8338154000000.0,8338154000000.0,8338154000000.0
2015.0,8298234000000.0,8298234000000.0,8298234000000.0
2016.0,8260712000000.0,8260712000000.0,8260712000000.0
2017.0,8221308000000.0,8221308000000.0,8221308000000.0
2018.0,8202588000000.0,8202588000000.0,8202588000000.0
2019.0,8176226300000.0,8176226300000.0,8176226300000.0
2020.0,8139182000000.0,8139182000000.0,8139182000000.0
2021.0,8075303000000.0,8108072500000.0,8110746000000.0
2022.0,7999138000000.0,8079436400000.0,8060524000000.0
2023.0,7946738000000.0,8037967000000.0,8018577000000.0
2024.0,7892079000000.0,7999638700000.0,7981456400000.0
2025.0,7821708000000.0,7976742600000.0,7935569700000.0
2026.0,7741772000000.0,7950760000000.0,7891908000000.0
2027.0,7690479000000.0,7932347400000.0,7863487400000.0
2028.0,7645487000000.0,7897117000000.0,7822732400000.0
2029.0,7592947000000.0,7846485000000.0,7780111500000.0
2030.0,7531491500000.0,7816442500000.0,7741931000000.0
2031.0,7492686000000.0,7800236300000.0,7699257400000.0
2032.0,7449500700000.0,7754399000000.0,7657480500000.0
2033.0,7369156000000.0,7711356000000.0,7613813600000.0
2034.0,7324354000000.0,7686068400000.0,7574628300000.0
2035.0,7260895000000.0,7642904300000.0,7537161700000.0
2036.0,7189403500000.0,7599046500000.0,7502862000000.0
2037.0,7138076300000.0,7571570000000.0,7473468500000.0
2038.0,7083469600000.0,7535791000000.0,7423417400000.0
2039.0,7025013600000.0,7487171000000.0,7397404300000.0
2040.0,6968473000000.0,7446457000000.0,7352763000000.0
2041.0,6934565000000.0,7412165000000.0,7329389000000.0
2042.0,6881125000000.0,7376025000000.0,7320635000000.0
2043.0,6811802400000.0,7346493000000.0,7282712600000.0
2044.0,6753432000000.0,7307337000000.0,7252860000000.0
2045.0,6691874000000.0,7249939400000.0,7202164700000.0
2046.0,6640583000000.0,7200843000000.0,7166931500000.0
2047.0,6574273000000.0,7167877300000.0,7127406500000.0
2048.0,6515453000000.0,7131943700000.0,7089120300000.0
2049.0,6451287000000.0,7099454600000.0,7063637000000.0
2050.0,6395438600000.0,7056841500000.0,7017931500000.0
2051.0,6328575600000.0,7006791000000.0,6982548300000.0
2052.0,6266430000000.0,6968931000000.0,6945284000000.0
2053.0,6200352600000.0,6914570700000.0,6904949500000.0
2054.0,6116436000000.0,6868531000000.0,6860270000000.0
2055.0,6051500000000.0,6828821000000.0,6812183000000.0
2056.0,5958717700000.0,6780610400000.0,6769855700000.0
2057.0,5877535000000.0,6749232000000.0,6725346000000.0
2058.0,5789584000000.0,6715665000000.0,6683696000000.0
2059.0,5703192300000.0,6676954000000.0,6638330000000.0
2060.0,5628383700000.0,6640186700000.0,6595501000000.0
2061.0,5554522000000.0,6594812700000.0,6561144000000.0
2062.0,5480430700000.0,6550647700000.0,6517449300000.0
2063.0,5399792000000.0,6513915600000.0,6483852400000.0
2064.0,5312614000000.0,6467945000000.0,6446688000000.0
2065.0,5218656300000.0,6431195500000.0,6399916500000.0
2066.0,5143096000000.0,6388970400000.0,6349523500000.0
2067.0,5076980600000.0,6338701700000.0,6309315000000.0
2068.0,5017275000000.0,6292587400000.0,6268740700000.0
2069.0,4950429000000.0,6248691400000.0,6230311000000.0
2070.0,4894446600000.0,6214802500000.0,6171799000000.0
2071.0,4835495600000.0,6179025600000.0,6118507500000.0
2072.0,4758618000000.0,6135728300000.0,6086497700000.0
2073.0,4701421600000.0,6092357600000.0,6044678400000.0
2074.0,4643127600000.0,6047465000000.0,6001140000000.0
2075.0,4590847700000.0,6005503600000.0,5952787000000.0
2076.0,4533229500000.0,5965723700000.0,5911114400000.0
2077.0,4476948700000.0,5930104000000.0,5873642500000.0
2078.0,4409829000000.0,5897435000000.0,5822324700000.0
2079.0,4358447800000.0,5863959400000.0,5776851600000.0
2080.0,4298655000000.0,5823430000000.0,5723809000000.0
2081.0,4234791400000.0,5785297000000.0,5672017600000.0
2082.0,4173815000000.0,5756608300000.0,5635459500000.0
2083.0,4127621000000.0,5720021000000.0,5590361000000.0
2084.0,4068898000000.0,5675613700000.0,5532853000000.0
2085.0,4024163600000.0,5651191000000.0,5477147600000.0
2086.0,3971701500000.0,5597382600000.0,5439050000000.0
2087.0,3922003000000.0,5550311500000.0,5390785000000.0
2088.0,3862250700000.0,5517424000000.0,5328320600000.0
2089.0,3794595200000.0,5492967500000.0,5287976000000.0
2090.0,3712950500000.0,5450428300000.0,5230314400000.0
2091.0,3648237000000.0,5418791000000.0,5178436000000.0
2092.0,3582925700000.0,5389529600000.0,5123224000000.0
2093.0,3519274300000.0,5344496000000.0,5063660500000.0
2094.0,3464007300000.0,5312233300000.0,5028560000000.0
2095.0,3414779000000.0,5270240000000.0,4985252000000.0
2096.0,3355675500000.0,5237995000000.0,4945096000000.0
2097.0,3289061800000.0,5206010000000.0,4901695000000.0
2098.0,3228632600000.0,5176954000000.0,4846813400000.0
2099.0,3159187500000.0,5143071300000.0,4796199000000.0
2100.0,3100658600000.0,5109068600000.0,4752849500000.0
2101.0,3046765500000.0,5072445000000.0,4694500000000.0
2102.0,2991461200000.0,5052686000000.0,4657949000000.0
2103.0,2945012700000.0,5025232300000.0,4599544000000.0
2104.0,2878642600000.0,4986540400000.0,4558678400000.0
2105.0,2821787700000.0,4938724300000.0,4516783000000.0
2106.0,2775569100000.0,4905634000000.0,4475593400000.0
2107.0,2724347500000.0,4880784000000.0,4430718600000.0
2108.0,2680393000000.0,4844231000000.0,4389769300000.0
2109.0,2623868000000.0,4807706300000.0,4320939000000.0
2110.0,2569655800000.0,4767975000000.0,4270891700000.0
2111.0,2516733400000.0,4732786000000.0,4220119400000.0
2112.0,2470410200000.0,4691177000000.0,4172652000000.0
2113.0,2432889500000.0,4658507500000.0,4135153000000.0
2114.0,2391772200000.0,4621376000000.0,4091540400000.0
2115.0,2344069600000.0,4590926300000.0,4048141700000.0
2116.0,2310691400000.0,4566255000000.0,4006655300000.0
2117.0,2261150000000.0,4539097000000.0,3976930000000.0
2118.0,2224457800000.0,4498081700000.0,3938488200000.0
2119.0,2181163600000.0,4460467700000.0,3889050200000.0
2120.0,2143990600000.0,4433023300000.0,3857066200000.0
2121.0,2109934900000.0,4400745500000.0,3827287700000.0
2122.0,2085991700000.0,4367641700000.0,3784755000000.0
2123.0,2052068200000.0,4344816300000.0,3755109500000.0
2124.0,2018782900000.0,4319712400000.0,3707759500000.0
2125.0,1981981700000.0,4281009200000.0,3667929300000.0
2126.0,1958868700000.0,4240589200000.0,3641348500000.0
2127.0,1934973500000.0,4204875700000.0,3607742400000.0
2128.0,1906656500000.0,4184562700000.0,3575863300000.0
2129.0,1876551800000.0,4151060500000.0,3543476500000.0
2130.0,1845950200000.0,4123996200000.0,3524192000000.0
2131.0,1818202600000.0,4089960200000.0,3495461000000.0
2132.0,1783733200000.0,4070586400000.0,3470057000000.0
2133.0,1747926900000.0,4034307000000.0,3448785900000.0
2134.0,1719781300000.0,4006348300000.0,3413499200000.0
2135.0,1687952700000.0,3986697200000.0,3384238400000.0
2136.0,1663210100000.0,3963508200000.0,3360771000000.0
2137.0,1640110200000.0,3939849000000.0,3331026300000.0
2138.0,1608533300000.0,3913916400000.0,3298316000000.0
2139.0,1574224100000.0,3886659100000.0,3263110000000.0
2140.0,1544580900000.0,3854579800000.0,3244275800000.0
2141.0,1512964500000.0,3826377000000.0,3222164500000.0
2142.0,1486014300000.0,3809001300000.0,3194388200000.0
2143.0,1453455700000.0,3776923300000.0,3163083000000.0
2144.0,1424874800000.0,3749387000000.0,3135709600000.0
2145.0,1389519200000.0,3727865000000.0,3103476000000.0
2146.0,1362499900000.0,3704895800000.0,3072491300000.0
2147.0,1335646000000.0,3675109200000.0,3043641500000.0
2148.0,1313617700000.0,3648564200000.0,3011016000000.0
2149.0,1289060500000.0,3629136000000.0,2974138500000.0
2150.0,1262965900000.0,3606354000000.0,2943212000000.0
2151.0,1241921500000.0,3585381200000.0,2902224300000.0
2152.0,1221343600000.0,3560275400000.0,2869692200000.0
2153.0,1195854300000.0,3527850300000.0,2842131700000.0
2154.0,1176429100000.0,3507586300000.0,2814766700000.0
2155.0,1154653400000.0,3483989000000.0,2786958500000.0
2156.0,1137562200000.0,3462836500000.0,2758344400000.0
2157.0,1122362300000.0,3443642900000.0,2735670800000.0
2158.0,1100807700000.0,3421961000000.0,2701483000000.0
2159.0,1084403740000.0,3406237800000.0,2668181300000.0
2160.0,1070924100000.0,3379818700000.0,2635816800000.0
2161.0,1052850000000.0,3361991600000.0,2606805000000.0
2162.0,1035374900000.0,3343845000000.0,2586918300000.0
2163.0,1017904500000.0,3330353700000.0,2560913600000.0
2164.0,1000162400000.0,3312356200000.0,2539837000000.0
2165.0,983592340000.0,3300692600000.0,2520900400000.0
2166.0,967009570000.0,3281142700000.0,2478872500000.0
2167.0,949898440000.0,3268197200000.0,2454601000000.0
2168.0,933106900000.0,3247478100000.0,2431582500000.0
2169.0,913409800000.0,3225196700000.0,2406716000000.0
2170.0,896494860000.0,3204994000000.0,2387153800000.0
2171.0,878973750000.0,3186218000000.0,2369747400000.0
2172.0,859589200000.0,3164865800000.0,2347821700000.0
2173.0,843028100000.0,3139136000000.0,2323076300000.0
2174.0,823036700000.0,3120004900000.0,2300694500000.0
2175.0,807703940000.0,3104321600000.0,2286898600000.0
2176.0,793625500000.0,3083924400000.0,2260801200000.0
2177.0,776982200000.0,3071771000000.0,2234780500000.0
2178.0,767284300000.0,3058606300000.0,2201649000000.0
2179.0,755568200000.0,3043592500000.0,2184623400000.0
2180.0,742317400000.0,3030312800000.0,2169781400000.0
2181.0,729928200000.0,3009738200000.0,2150803400000.0
2182.0,718266560000.0,2991438000000.0,2129025800000.0
2183.0,710679100000.0,2980757400000.0,2110761600000.0
2184.0,699466000000.0,2970363400000.0,2094900400000.0
2185.0,685929300000.0,2955824900000.0,2074366300000.0
2186.0,674305600000.0,2943052200000.0,2057935100000.0
2187.0,661571960000.0,2922940200000.0,2035039600000.0
2188.0,655099900000.0,2905566000000.0,2013283900000.0
2189.0,643345940000.0,2893159000000.0,2002786000000.0
2190.0,631940400000.0,2879972400000.0,1983931700000.0
2191.0,623682800000.0,2865836300000.0,1964605600000.0
2192.0,612702360000.0,2858085000000.0,1950229600000.0
2193.0,598935900000.0,2846659000000.0,1935104300000.0
2194.0,586095100000.0,2830341800000.0,1914713300000.0
2195.0,572309440000.0,2825128800000.0,1888838600000.0
2196.0,562991200000.0,2809783600000.0,1871503800000.0
2197.0,550779900000.0,2794158000000.0,1854437300000.0
2198.0,536377100000.0,2783810700000.0,1839094300000.0
2199.0,525983320000.0,2777975600000.0,1820843300000.0
2200.0,516146700000.0,2761381000000.0,1808125700000.0
2201.0,507486800000.0,2748294400000.0,1795110500000.0
2202.0,494746900000.0,2737777700000.0,1782078400000.0
2203.0,483263970000.0,2730082200000.0,1767782400000.0
2204.0,472896900000.0,2719876600000.0,1756933300000.0
2205.0,463189930000.0,2704980600000.0,1739971800000.0
2206.0,452974180000.0,2697288700000.0,1726411800000.0
2207.0,443109300000.0,2680586500000.0,1709167500000.0
2208.0,435402500000.0,2662602000000.0,1692305700000.0
2209.0,429558400000.0,2654586500000.0,1678863600000.0
2210.0,422131140000.0,2636917800000.0,1661923800000.0
2211.0,414338060000.0,2619434900000.0,1645557300000.0
2212.0,406822220000.0,2608641300000.0,1636705900000.0
2213.0,397296660000.0,2599852200000.0,1620980000000.0
2214.0,388938070000.0,2592203900000.0,1602821600000.0
2215.0,382778470000.0,2580896000000.0,1589882800000.0
2216.0,375981870000.0,2572414600000.0,1579242000000.0
2217.0,369521920000.0,2554380700000.0,1565322800000.0
2218.0,363388730000.0,2544888000000.0,1546517100000.0
2219.0,357035900000.0,2537419400000.0,1531305400000.0
2220.0,350315380000.0,2520088300000.0,1519881800000.0
2221.0,342959750000.0,2514819700000.0,1507672300000.0
2222.0,337031600000.0,2503177700000.0,1490463400000.0
2223.0,331123980000.0,2493921400000.0,1476745800000.0
2224.0,324973040000.0,2490334200000.0,1458508000000.0
2225.0,318306420000.0,2480992700000.0,1451653300000.0
2226.0,313356900000.0,2470845000000.0,1435351600000.0
2227.0,308937820000.0,2461302800000.0,1418253200000.0
2228.0,303691100000.0,2455228600000.0,1406252700000.0
2229.0,299029660000.0,2445308600000.0,1393325800000.0
2230.0,294578620000.0,2438958200000.0,1386852100000.0
2231.0,288926040000.0,2431757600000.0,1375571700000.0
2232.0,285459870000.0,2425060000000.0,1360099000000.0
2233.0,281307200000.0,2415292300000.0,1346826400000.0
2234.0,277692350000.0,2410634300000.0,1333784500000.0
2235.0,275189430000.0,2400614600000.0,1315499000000.0
2236.0,271840170000.0,2393557000000.0,1303197500000.0
2237.0,268940000000.0,2383033100000.0,1290997700000.0
2238.0,265402000000.0,2371027200000.0,1278220300000.0
2239.0,261422810000.0,2361363300000.0,1268758700000.0
2240.0,259756100000.0,2351403400000.0,1253818500000.0
2241.0,256389400000.0,2339690500000.0,1241987000000.0
2242.0,254701220000.0,2333428400000.0,1228745200000.0
2243.0,253294990000.0,2324527000000.0,1222717000000.0
2244.0,248820120000.0,2318671500000.0,1209426200000.0
2245.0,247451940000.0,2306694400000.0,1192133800000.0
2246.0,244949170000.0,2292982000000.0,1182343100000.0
2247.0,242210300000.0,2279554200000.0,1175999700000.0
2248.0,238594920000.0,2271185000000.0,1170221800000.0
2249.0,236515570000.0,2262783200000.0,1163740400000.0
2250.0,235938460000.0,2258375500000.0,1152667500000.0
2251.0,233548940000.0,2249521400000.0,1145862000000.0
2252.0,231175980000.0,2241068800000.0,1135097800000.0
2253.0,229087850000.0,2233467700000.0,1125303000000.0
2254.0,227112900000.0,2224677500000.0,1119580600000.0
2255.0,224534270000.0,2218268600000.0,1111585700000.0
2256.0,222542100000.0,2205093000000.0,1106968000000.0
2257.0,220470330000.0,2195848000000.0,1099332850000.0
2258.0,217412650000.0,2182731900000.0,1095086900000.0
2259.0,214831050000.0,2175153700000.0,1083588400000.0
2260.0,212371540000.0,2162643300000.0,1078699360000.0
2261.0,210879280000.0,2151215300000.0,1071711100000.0
2262.0,208241500000.0,2145535700000.0,1064492800000.0
2263.0,205399820000.0,2137420100000.0,1059000100000.0
2264.0,203598640000.0,2129881000000.0,1050612800000.0
2265.0,200514700000.0,2119282600000.0,1045195800000.0
2266.0,198384600000.0,2113273100000.0,1038702300000.0
2267.0,195846110000.0,2103518200000.0,1033897000000.0
2268.0,194132620000.0,2090921100000.0,1024932700000.0
2269.0,191361970000.0,2081691000000.0,1019710000000.0
2270.0,189575920000.0,2074815900000.0,1013267370000.0
2271.0,187782760000.0,2066324300000.0,1005443350000.0
2272.0,186081460000.0,2059030500000.0,998433750000.0
2273.0,184298750000.0,2056998400000.0,993186150000.0
2274.0,181724600000.0,2054815900000.0,988737240000.0
2275.0,180896840000.0,2047630000000.0,981941400000.0
2276.0,179781390000.0,2041844900000.0,974541100000.0
2277.0,178219930000.0,2035708100000.0,968907160000.0
2278.0,176749900000.0,2029681600000.0,966796900000.0
2279.0,175400780000.0,2021586900000.0,963844050000.0
2280.0,174201200000.0,2020394500000.0,962550240000.0
2281.0,173023700000.0,2013924800000.0,957294250000.0
2282.0,171882600000.0,2009540900000.0,948646450000.0
2283.0,171141380000.0,2008274300000.0,944022000000.0
2284.0,169901900000.0,1999560400000.0,936614800000.0
2285.0,168758740000.0,1990569000000.0,936609500000.0
2286.0,167022410000.0,1984461300000.0,933332900000.0
2287.0,165732020000.0,1978621100000.0,927932800000.0
2288.0,164721510000.0,1971045800000.0,921036600000.0
2289.0,163756590000.0,1967804500000.0,914299700000.0
2290.0,162376370000.0,1956807300000.0,909248500000.0
2291.0,160733020000.0,1949386400000.0,901239800000.0
2292.0,160081180000.0,1944096500000.0,893589900000.0
2293.0,159277800000.0,1933773000000.0,886611500000.0
2294.0,158823330000.0,1926381200000.0,881423800000.0
2295.0,156829730000.0,1919545600000.0,875633800000.0
2296.0,155683640000.0,1914356200000.0,870446000000.0
2297.0,154320040000.0,1898069000000.0,862481000000.0
2298.0,153332370000.0,1894370800000.0,857214500000.0
2299.0,152543660000.0,1882611800000.0,852842500000.0
2300.0,151257320000.0,1879021300000.0,850466050000.0
