time,MPI-ESM1-2-HR,NORESM2-MM,FGOALS-F3-L,BCC-CSM2-MR,CMCC-CM2-SR5,GFDL-ESM4,CESM2,EC-EARTH3,MRI-ESM2-0,EC-EARTH3-VEG,INM-CM5-0,INM-CM4-8,CAMS-CSM1-0,CESM2-WACCM
2000.0,155883043170000.0,155883043170000.0,155883043170000.0,155883043170000.0,155883043170000.0,155883043170000.0,155883043170000.0,155883043170000.0,155883043170000.0,155883043170000.0,155883043170000.0,155883043170000.0,155883043170000.0,155883043170000.0
2001.0,155779205191000.0,155779205191000.0,155779205191000.0,155779205191000.0,155779205191000.0,155779205191000.0,155779205191000.0,155779205191000.0,155779205191000.0,155779205191000.0,155779205191000.0,155779205191000.0,155779205191000.0,155779205191000.0
2002.0,155592127748000.0,155592127748000.0,155592127748000.0,155592127748000.0,155592127748000.0,155592127748000.0,155592127748000.0,155592127748000.0,155592127748000.0,155592127748000.0,155592127748000.0,155592127748000.0,155592127748000.0,155592127748000.0
2003.0,155262743320000.0,155262743320000.0,155262743320000.0,155262743320000.0,155262743320000.0,155262743320000.0,155262743320000.0,155262743320000.0,155262743320000.0,155262743320000.0,155262743320000.0,155262743320000.0,155262743320000.0,155262743320000.0
2004.0,154956107467000.0,154956107467000.0,154956107467000.0,154956107467000.0,154956107467000.0,154956107467000.0,154956107467000.0,154956107467000.0,154956107467000.0,154956107467000.0,154956107467000.0,154956107467000.0,154956107467000.0,154956107467000.0
2005.0,154710417164000.0,154710417164000.0,154710417164000.0,154710417164000.0,154710417164000.0,154710417164000.0,154710417164000.0,154710417164000.0,154710417164000.0,154710417164000.0,154710417164000.0,154710417164000.0,154710417164000.0,154710417164000.0
2006.0,154504724079000.0,154504724079000.0,154504724079000.0,154504724079000.0,154504724079000.0,154504724079000.0,154504724079000.0,154504724079000.0,154504724079000.0,154504724079000.0,154504724079000.0,154504724079000.0,154504724079000.0,154504724079000.0
2007.0,154215587104000.0,154215587104000.0,154215587104000.0,154215587104000.0,154215587104000.0,154215587104000.0,154215587104000.0,154215587104000.0,154215587104000.0,154215587104000.0,154215587104000.0,154215587104000.0,154215587104000.0,154215587104000.0
2008.0,153815662943000.0,153815662943000.0,153815662943000.0,153815662943000.0,153815662943000.0,153815662943000.0,153815662943000.0,153815662943000.0,153815662943000.0,153815662943000.0,153815662943000.0,153815662943000.0,153815662943000.0,153815662943000.0
2009.0,153551803537000.0,153551803537000.0,153551803537000.0,153551803537000.0,153551803537000.0,153551803537000.0,153551803537000.0,153551803537000.0,153551803537000.0,153551803537000.0,153551803537000.0,153551803537000.0,153551803537000.0,153551803537000.0
2010.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0
2011.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0
2012.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0
2013.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0
2014.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0
2015.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0
2016.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0
2017.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0
2018.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0
2019.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0
2020.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0
2021.0,149262696426000.0,149201714958000.0,149199992796000.0,149095610075000.0,149585288297000.0,149183120830000.0,149134333339000.0,149073845163000.0,149155142948000.0,149207693739000.0,149282899788000.0,149234249268000.0,149213882377000.0,149308314334000.0
2022.0,148755716426000.0,148510101679000.0,148768475638000.0,148574969088000.0,149429152942000.0,148804007394000.0,148556280660000.0,148397425075000.0,148491665682000.0,148614544214000.0,148857142906000.0,148714832922000.0,148870530395000.0,148850168961000.0
2023.0,148386333868000.0,147981020590000.0,148280567675000.0,148160535420000.0,148935729254000.0,148349930096000.0,148047771814000.0,147638515068000.0,148097219149000.0,148239765608000.0,148330414684000.0,148491338563000.0,148418808424000.0,148263178394000.0
2024.0,147926190726000.0,147427216850000.0,147803362439000.0,147676145497000.0,148563539357000.0,147986950752000.0,147606675812000.0,147115996028000.0,147444402604000.0,147661050521000.0,147905615043000.0,148050354763000.0,148213960680000.0,147638843139000.0
2025.0,147477916181000.0,147039772632000.0,147413761413000.0,147177801379000.0,148091391871000.0,147397337592000.0,147123720874000.0,146296743655000.0,146934111133000.0,147012890978000.0,147407747159000.0,147537929178000.0,147840182842000.0,147093497016000.0
2026.0,147105814642000.0,146682042817000.0,146853952330000.0,146774793653000.0,147816555537000.0,146829542154000.0,146642869229000.0,145455092241000.0,146510943573000.0,146383941581000.0,146915984302000.0,146938975431000.0,147397244231000.0,146476178141000.0
2027.0,146678089843000.0,146452689377000.0,146207336643000.0,146319751475000.0,147395519268000.0,146217658777000.0,145840027976000.0,144658478544000.0,145946942302000.0,145843358604000.0,146553061155000.0,146350265519000.0,147181502683000.0,145862335107000.0
2028.0,146185585398000.0,146060130380000.0,145895740295000.0,145744203491000.0,147025927371000.0,145662458580000.0,145321720090000.0,143889379326000.0,145330767933000.0,144993826953000.0,146079183450000.0,145850169039000.0,146657613640000.0,145102720343000.0
2029.0,145613185974000.0,145546053089000.0,145525926945000.0,144913838693000.0,146440096396000.0,145120545990000.0,144923005624000.0,142994347603000.0,144873969500000.0,144442928703000.0,145574508856000.0,145255213135000.0,146382411368000.0,144515728707000.0
2030.0,145127234557000.0,144954214890000.0,145103588376000.0,144345975135000.0,145941795895000.0,144644303684000.0,144177706102000.0,142348738308000.0,144369420100000.0,143926674327000.0,145001612570000.0,144737032891000.0,145838785383000.0,143879511931000.0
2031.0,144699923350000.0,144306756147000.0,144539881446000.0,143821555869000.0,145764671807000.0,144042153839000.0,143524151624000.0,141707306517000.0,143887317494000.0,143126435172000.0,144450065112000.0,144242649782000.0,145437154357000.0,143283898090000.0
2032.0,144347182422000.0,143804062753000.0,144045879988000.0,143113133151000.0,145417847508000.0,143458886534000.0,142835772162000.0,141123851700000.0,143313383900000.0,142434598781000.0,143870064384000.0,143759686729000.0,144954342995000.0,142823425194000.0
2033.0,143898417114000.0,143364105032000.0,143530633320000.0,142460624917000.0,145005126121000.0,142957055421000.0,142246443790000.0,140437616666000.0,142761415227000.0,141955536413000.0,143248056686000.0,143170738814000.0,144511356378000.0,141981564625000.0
2034.0,143405585687000.0,142847443904000.0,143036593548000.0,141952719778000.0,144505443139000.0,142515941324000.0,141649162256000.0,139766512460000.0,142304312943000.0,141347279151000.0,142714705789000.0,142575015683000.0,143992486142000.0,141180902085000.0
2035.0,142939385291000.0,142394761269000.0,142350961658000.0,141234262688000.0,144069061624000.0,141956426472000.0,140951882543000.0,139098758251000.0,141599032176000.0,140616960191000.0,142185619741000.0,142096414835000.0,143572875760000.0,140671825923000.0
2036.0,142580642799000.0,141863418479000.0,142013778194000.0,140662828418000.0,143120682379000.0,141305970271000.0,140472220667000.0,138182404324000.0,140988246816000.0,139913787350000.0,141783339246000.0,141686608059000.0,142967852636000.0,139989803152000.0
2037.0,142066604491000.0,141262270168000.0,141447210925000.0,140072060743000.0,142189079649000.0,140806061431000.0,139674078255000.0,137174882903000.0,140354077563000.0,139278932428000.0,141276566973000.0,141226738968000.0,142673984871000.0,139264084067000.0
2038.0,141545977883000.0,140465089787000.0,140951355234000.0,139448343005000.0,141469041084000.0,140239191943000.0,138987335152000.0,136325274373000.0,139506483828000.0,138712004114000.0,140759229859000.0,140593136375000.0,142283648003000.0,138745858340000.0
2039.0,141129118360000.0,139749213035000.0,140524971905000.0,138804086423000.0,140743510987000.0,139499926914000.0,138143680484000.0,135661221891000.0,138719074797000.0,138166294076000.0,140394060706000.0,140059901383000.0,141841001712000.0,138027970131000.0
2040.0,140800142650000.0,139040104630000.0,139874511322000.0,137985696414000.0,140408750471000.0,138924451547000.0,137508108833000.0,134948439181000.0,138027183758000.0,137496587723000.0,139818081173000.0,139507997469000.0,141493268271000.0,137473706707000.0
2041.0,140213719937000.0,138600292942000.0,139302933074000.0,137140923225000.0,139878389157000.0,138480518915000.0,136597195557000.0,134052704815000.0,137318297119000.0,136730880492000.0,139265076531000.0,138918060415000.0,141083232033000.0,136727038599000.0
2042.0,139786326703000.0,137964230577000.0,138888281272000.0,136278357466000.0,139183603749000.0,137898774627000.0,135804179579000.0,133027782234000.0,136546574084000.0,135958586976000.0,138656527351000.0,138178591863000.0,140744480374000.0,136140508310000.0
2043.0,139219698492000.0,137318173628000.0,138273433468000.0,135588789116000.0,138323230171000.0,137257730290000.0,135069514422000.0,132321632705000.0,135858680002000.0,135125587338000.0,138144835145000.0,137703018791000.0,140373788734000.0,135564405849000.0
2044.0,138647209313000.0,136569182849000.0,137623479169000.0,134845172149000.0,137389918082000.0,136819548995000.0,134255932954000.0,131481197869000.0,135156592557000.0,134271123265000.0,137586225547000.0,137091377991000.0,140008107510000.0,134837976393000.0
2045.0,138092312363000.0,135959885757000.0,137070313851000.0,133883095592000.0,136393077376000.0,136389366047000.0,133461978099000.0,130581498793000.0,134464307595000.0,133462470915000.0,137244195054000.0,136577746075000.0,139524832465000.0,134090682119000.0
2046.0,137763670268000.0,135388056179000.0,136491840356000.0,132961074372000.0,135456396066000.0,135967508266000.0,132691858325000.0,129573382416000.0,133675016433000.0,132705833713000.0,136785013330000.0,136007206127000.0,139163395553000.0,133216475218000.0
2047.0,137315594578000.0,134542540494000.0,136022303435000.0,132299464745000.0,134517602615000.0,135447027142000.0,132031177235000.0,128506919845000.0,132781921494000.0,131872554609000.0,136273212310000.0,135355773592000.0,138763268574000.0,132306231790000.0
2048.0,136765281721000.0,133830369300000.0,135258651513000.0,131734658430000.0,133749864711000.0,134899890321000.0,131322819133000.0,127444636211000.0,131717715649000.0,131103894526000.0,135748183911000.0,134777092315000.0,138200670498000.0,131420023535000.0
2049.0,136173184199000.0,133273395750000.0,134493064848000.0,131073332762000.0,132899418550000.0,134367357622000.0,130428639246000.0,126343746252000.0,130925252452000.0,130193635916000.0,135279718199000.0,134254215409000.0,137733517531000.0,130589385498000.0
2050.0,135609276693000.0,132515231233000.0,133501947782000.0,130202692180000.0,131953143994000.0,133955858907000.0,129709562667000.0,125272005216000.0,130028480138000.0,129129476278000.0,134788239380000.0,133618262770000.0,137218493670000.0,129527267942000.0
2051.0,135099019698000.0,131967178828000.0,132953503743000.0,129479862230000.0,131238165151000.0,133426073097000.0,128798339144000.0,123982453359000.0,129101386425000.0,128139523765000.0,134384405560000.0,133098708549000.0,136820008806000.0,128596275865000.0
2052.0,134592566256000.0,131269591936000.0,132183496869000.0,128719101486000.0,130319584112000.0,132739419530000.0,127971492851000.0,122835889674000.0,128269344355000.0,127353003027000.0,134072599200000.0,132737552431000.0,136447669247000.0,127733835020000.0
2053.0,134025375308000.0,130541731179000.0,131481474699000.0,127886206023000.0,129194770088000.0,132349818963000.0,127025002984000.0,121924268846000.0,127539677345000.0,126319262886000.0,133656745283000.0,132087789925000.0,136048778772000.0,126813292266000.0
2054.0,133498289591000.0,129827067499000.0,130745494262000.0,127023282056000.0,128088216216000.0,131781885486000.0,126179119790000.0,120890153940000.0,126671436681000.0,125262777120000.0,133251815422000.0,131385369195000.0,135538948919000.0,125883284139000.0
2055.0,133034874040000.0,129053663722000.0,130077630844000.0,126272764473000.0,126978087106000.0,131166302573000.0,125060555142000.0,119659216449000.0,125911470848000.0,124228650853000.0,132885026620000.0,130953831672000.0,135075428732000.0,125046609885000.0
2056.0,132487105467000.0,128435023261000.0,129415364831000.0,125496291404000.0,125956503555000.0,130652052542000.0,124190261561000.0,118398758090000.0,125176395270000.0,123095121434000.0,132360361642000.0,130376644823000.0,134560059226000.0,124131885918000.0
2057.0,131801973539000.0,127771909236000.0,128825921569000.0,124766282348000.0,124972519254000.0,130146653723000.0,123192442064000.0,117196018102000.0,124360950594000.0,122041907834000.0,131910637093000.0,129857477801000.0,134094009210000.0,123073608638000.0
2058.0,131246501744000.0,127243230220000.0,128199552337000.0,123944889934000.0,123739235030000.0,129566776971000.0,122201869061000.0,115977642767000.0,123386374512000.0,120944019136000.0,131514160885000.0,129068962541000.0,133419895488000.0,122021274143000.0
2059.0,130720899535000.0,126645791092000.0,127573929373000.0,123008012446000.0,122700301029000.0,128932868757000.0,121184703855000.0,114897197674000.0,122309052617000.0,119687510043000.0,131091666852000.0,128516156942000.0,133001932432000.0,121074274769000.0
2060.0,130175916441000.0,126019174483000.0,126837304797000.0,122101656135000.0,121647381741000.0,128345488986000.0,120147369318000.0,113804801262000.0,121346447691000.0,118622400359000.0,130567908241000.0,127951109584000.0,132514856434000.0,119915107535000.0
2061.0,129656522865000.0,125051686442000.0,126017265283000.0,121326000099000.0,120905039587000.0,127778650404000.0,119161834899000.0,112475090421000.0,120602181870000.0,117653135079000.0,130031097897000.0,127410314913000.0,131939434010000.0,119080723411000.0
2062.0,128973737366000.0,124317064181000.0,125345520298000.0,120413834107000.0,119959060249000.0,127299026610000.0,118093263202000.0,111245804736000.0,119727100866000.0,116550496295000.0,129574605542000.0,126832524577000.0,131465569611000.0,117858845560000.0
2063.0,128434528843000.0,123622565272000.0,124811122395000.0,119612741592000.0,118864359464000.0,126672235874000.0,117162711298000.0,109974958202000.0,118891140048000.0,115411968564000.0,129162468501000.0,126134298500000.0,131062367086000.0,116799651630000.0
2064.0,127900559547000.0,122711796973000.0,124188272473000.0,118980578446000.0,117841976222000.0,126089110954000.0,116254787494000.0,108687108312000.0,118035211369000.0,114224726328000.0,128565394040000.0,125569558102000.0,130521639816000.0,115757911073000.0
2065.0,127362646838000.0,122089906549000.0,123395674624000.0,118261689208000.0,116706796233000.0,125520988533000.0,115044726146000.0,107247593132000.0,117383837122000.0,112917841081000.0,128188776790000.0,125028360389000.0,130014599803000.0,114842097258000.0
2066.0,126798505792000.0,121493802218000.0,122606760816000.0,117304322728000.0,115507034702000.0,125081976111000.0,114069616399000.0,106122275968000.0,116700100160000.0,111885579257000.0,127526457727000.0,124462768138000.0,129555160779000.0,114073763272000.0
2067.0,126311013312000.0,120915178497000.0,121867217463000.0,116471894162000.0,114377103673000.0,124635382949000.0,113002060243000.0,104897160708000.0,115952361482000.0,110664402647000.0,126938825420000.0,123937131915000.0,129143985629000.0,113301067274000.0
2068.0,125841435458000.0,120460701448000.0,121059000286000.0,115629487671000.0,113236042926000.0,124017564036000.0,111983999744000.0,103868001722000.0,115293975785000.0,109494863145000.0,126473027688000.0,123297507689000.0,128687236500000.0,112201619739000.0
2069.0,125352819281000.0,119942802000000.0,120355325299000.0,114768932422000.0,112145895586000.0,123257019472000.0,110877166161000.0,102710631606000.0,114572969635000.0,108182492030000.0,126038842749000.0,122772808576000.0,128268771391000.0,111182461638000.0
2070.0,124712769360000.0,119359761266000.0,119663071941000.0,113919769833000.0,110932859463000.0,122673453125000.0,109899046784000.0,101585393426000.0,113542042199000.0,107016734600000.0,125559858209000.0,122356891864000.0,127729769672000.0,110044071147000.0
2071.0,124122544709000.0,118742881009000.0,119094448980000.0,113335032021300.0,109894744659000.0,122106639943000.0,108984462128000.0,100452067172000.0,112692552559000.0,105747780629000.0,124916648093000.0,121818887337000.0,127331291628000.0,109184425743000.0
2072.0,123519800780000.0,118000640744000.0,118402363374000.0,112514217895300.0,108621623157000.0,121772304006000.0,108179195297000.0,99414619148000.0,111787773563000.0,104760695737000.0,124216253035000.0,121215177921000.0,126906831257000.0,108129082361000.0
2073.0,123009919979000.0,117261927154000.0,117732865588000.0,111788814990000.0,107529671117000.0,121145272396000.0,107013811682000.0,98367243247000.0,111071939364000.0,103666969846000.0,123699149559000.0,120684706631000.0,126394328031000.0,107144561212000.0
2074.0,122417618287000.0,116677251037000.0,117045225031000.0,110924712749600.0,106168951979000.0,120567327956000.0,106049394781000.0,97381995850000.0,110352575247000.0,102666739608000.0,123106105171000.0,119995700303000.0,125830249792000.0,106039219486000.0
2075.0,121883704362000.0,116129319629000.0,116504150949000.0,110048112581000.0,105122945401700.0,120015605136000.0,104845233017000.0,96305163316000.0,109558630203000.0,101635981087000.0,122489280484000.0,119374503483000.0,125249904231000.0,105052528595000.0
2076.0,121384371506000.0,115455396447000.0,115983991207000.0,109409260210500.0,104033074653300.0,119467657278000.0,103956461609000.0,95091479577000.0,108793491117000.0,100500631651000.0,121945980950000.0,118678080966000.0,124637685433000.0,103968107642000.0
2077.0,120848957960000.0,114684215080000.0,115460391394000.0,108510263265700.0,102903305720000.0,118861961189000.0,102818362397000.0,93877836608400.0,107850552531000.0,99428565747000.0,121414911017000.0,118148049820000.0,124090907461000.0,102877096913000.0
2078.0,120284617611000.0,113943562390000.0,114855593857000.0,107834471312000.0,101711134767700.0,118220707002000.0,101800397448500.0,92662010589400.0,106962810015000.0,98221739175000.0,120950684361000.0,117665068371000.0,123736897625000.0,102093869825000.0
2079.0,119870726218000.0,113234644736000.0,114299144920000.0,107170749491600.0,100574356431700.0,117599371476000.0,100736215305000.0,91789257213500.0,106153772087000.0,96967155173000.0,120305894938000.0,117140948850000.0,123428796809000.0,101216087822000.0
2080.0,119412765602000.0,112583446423000.0,113654495282000.0,106441597395500.0,99315695531300.0,117070959653000.0,99725164831700.0,90682253495200.0,105313518536000.0,95872626146000.0,119776845402000.0,116597131943000.0,122822506311000.0,100176258221000.0
2081.0,118697095589000.0,111825414620000.0,113055938274000.0,105446790262700.0,98159408611600.0,116439430840000.0,98696320506300.0,89594917345000.0,104627342707000.0,94527836516000.0,119223047107000.0,115964487107000.0,122218428369000.0,98942588846000.0
2082.0,118123305148000.0,111193739192000.0,112221218455000.0,104819994498500.0,96710737837300.0,115975932151000.0,97723842513000.0,88480497090700.0,103920228850000.0,93245456399000.0,118748481984000.0,115393749851000.0,121690069873000.0,97610136923000.0
2083.0,117563841095000.0,110623999678000.0,111466703362000.0,104055472886000.0,95330083044500.0,115332756979000.0,96850671560500.0,87422096476600.0,103071415020000.0,92029300538000.0,118254624666000.0,114825274373000.0,121299983253000.0,96706989428000.0
2084.0,117105362005000.0,110024879479000.0,110876316648000.0,103214265082000.0,93997345742600.0,114721336319000.0,95710616772600.0,86521036735000.0,102179679126000.0,90646645953000.0,117739202557000.0,114216266582000.0,120852033738000.0,95534755413000.0
2085.0,116709976185000.0,109164932721600.0,110368894162000.0,102308060849000.0,92682542234600.0,114151936623000.0,94591794104300.0,85584748895000.0,101164985685000.0,89465298121000.0,117222728331000.0,113655995072000.0,120475289988000.0,94404860207000.0
2086.0,116279357904000.0,108441262265000.0,109859929151000.0,101488490290000.0,91465745945900.0,113693633910000.0,93726404550000.0,84469684614500.0,100577309077000.0,88218337099000.0,116847587223000.0,112983510588000.0,119936438364000.0,93355943152500.0
2087.0,115834183285000.0,107818013143000.0,109303593584000.0,100790509916400.0,90231836698800.0,113145460992000.0,92575639652000.0,83518430632700.0,99697684990000.0,86808342868000.0,116391184488000.0,112397038742000.0,119478229473000.0,92489984368600.0
2088.0,115381178456000.0,107147871316000.0,108663993569000.0,100122539268700.0,89079957805700.0,112541521508000.0,91593134265800.0,82494806206700.0,98915348406000.0,85478650009300.0,115809883191000.0,111854301233000.0,119021022393000.0,91434304471700.0
2089.0,114817275891000.0,106584874561300.0,107924662879000.0,99375383302300.0,87959910596100.0,111987483383000.0,90475496749100.0,81242900321400.0,97900006458000.0,84350990998000.0,115255384619000.0,111316101858000.0,118669550361000.0,90316382383000.0
2090.0,114375625887000.0,105944463711000.0,107237567072000.0,98696583543000.0,86784867576400.0,111446695689000.0,89509988029800.0,80210637981900.0,97249724656000.0,83096799013000.0,114840822266000.0,110803160750700.0,118218722829000.0,89266089476600.0
2091.0,113882052049000.0,105179498287000.0,106631800659000.0,97986961428000.0,85765190954500.0,110842481487000.0,88473423659600.0,79236365909300.0,96303121763000.0,81872274432000.0,114441226639000.0,110230598674600.0,117762100605000.0,88266948857000.0
2092.0,113356018054000.0,104479319979700.0,105926599497000.0,97236414515000.0,84539425962900.0,110249404773500.0,87379018099600.0,78040068591400.0,95541072651000.0,80598935200000.0,113961188738000.0,109720794145000.0,117294409808000.0,87336252967300.0
2093.0,112982278435000.0,103770208531500.0,105343113413000.0,96426031344600.0,83430171988000.0,109747551236000.0,86477134795800.0,76933130366400.0,94899779096000.0,79457709607700.0,113478205897000.0,109227216093700.0,116873923103000.0,86206720209300.0
2094.0,112354452520000.0,103147581604900.0,104808698164000.0,95675868517000.0,82120548366000.0,109148428660000.0,85598484864900.0,75734258583300.0,94265067759000.0,78309680183000.0,113093095608000.0,108677119930300.0,116492402401000.0,85082537124700.0
2095.0,111653816706000.0,102541558767700.0,104186475885000.0,94858904086000.0,80950964523200.0,108608817256000.0,84604560420700.0,74720166327700.0,93429352403000.0,77187410208600.0,112569452302000.0,108172042289000.0,116140937005000.0,84308849995400.0
2096.0,111122385367000.0,101999871501600.0,103330039197000.0,94039648350400.0,79923370990000.0,107880978054000.0,83744745561900.0,73695637659000.0,92891150333000.0,76152279219000.0,112091113927000.0,107576303443400.0,115771703380000.0,83442922426600.0
2097.0,110743815229000.0,101423706709500.0,102716604325000.0,93288750481400.0,78792120518000.0,107295373022000.0,82840714335400.0,72514510489000.0,92067509548000.0,75101435315300.0,111647700328000.0,106926929597700.0,115344038319000.0,82500387289000.0
2098.0,110143644189000.0,100832416808700.0,102033912679000.0,92517808746600.0,77522853934200.0,106871567851000.0,81871783763300.0,71512016485500.0,91182859554000.0,73892476545500.0,111035235717600.0,106403650590000.0,114996772701000.0,81469661010700.0
2099.0,109766766121000.0,100086826575300.0,101635571133000.0,91663427551000.0,76283753126800.0,106347862330000.0,80932263331500.0,70537296377700.0,90583862415000.0,72827332812600.0,110621326654000.0,105758328667000.0,114766624112000.0,80491259282800.0
2100.0,109341363253000.0,99415461292500.0,100924286323000.0,90997222843000.0,74981586678500.0,105808300964600.0,79854677027000.0,69475889057000.0,89827836080000.0,71739271187000.0,110153015458000.0,105275993970600.0,114358699263000.0,79511876701600.0
