time,MRI-ESM2-0,IPSL-CM6A-LR,CANESM5,CESM2-WACCM
2000.0,155883043170000.0,155883043170000.0,155883043170000.0,155883043170000.0
2001.0,155779205191000.0,155779205191000.0,155779205191000.0,155779205191000.0
2002.0,155592127748000.0,155592127748000.0,155592127748000.0,155592127748000.0
2003.0,155262743320000.0,155262743320000.0,155262743320000.0,155262743320000.0
2004.0,154956107467000.0,154956107467000.0,154956107467000.0,154956107467000.0
2005.0,154710417164000.0,154710417164000.0,154710417164000.0,154710417164000.0
2006.0,154504724079000.0,154504724079000.0,154504724079000.0,154504724079000.0
2007.0,154215587104000.0,154215587104000.0,154215587104000.0,154215587104000.0
2008.0,153815662943000.0,153815662943000.0,153815662943000.0,153815662943000.0
2009.0,153551803537000.0,153551803537000.0,153551803537000.0,153551803537000.0
2010.0,153044885850000.0,153044885850000.0,153044885850000.0,153044885850000.0
2011.0,152686289981000.0,152686289981000.0,152686289981000.0,152686289981000.0
2012.0,152331033509000.0,152331033509000.0,152331033509000.0,152331033509000.0
2013.0,152009992826000.0,152009992826000.0,152009992826000.0,152009992826000.0
2014.0,151673157868000.0,151673157868000.0,151673157868000.0,151673157868000.0
2015.0,151502829550000.0,151502829550000.0,151502829550000.0,151502829550000.0
2016.0,151212590709000.0,151212590709000.0,151212590709000.0,151212590709000.0
2017.0,150794690001000.0,150794690001000.0,150794690001000.0,150794690001000.0
2018.0,150379787446000.0,150379787446000.0,150379787446000.0,150379787446000.0
2019.0,150123630180000.0,150123630180000.0,150123630180000.0,150123630180000.0
2020.0,149684129552000.0,149684129552000.0,149684129552000.0,149684129552000.0
2021.0,149237320981000.0,149223326891000.0,149135996427000.0,149200543066000.0
2022.0,148868626728000.0,148481893721000.0,148544635230000.0,148543727761000.0
2023.0,148120174814000.0,147923686588000.0,147907555302000.0,147938409899000.0
2024.0,147498173125000.0,147511480725000.0,147194521624000.0,147417122196000.0
2025.0,146922293034000.0,146884893000000.0,146354419581000.0,146749092897000.0
2026.0,146338711393000.0,146078335470000.0,145786985134000.0,146072540270000.0
2027.0,145793103131000.0,145638668540000.0,145184466386000.0,145390219169000.0
2028.0,145099900007000.0,145037333782000.0,144372720660000.0,144771686070000.0
2029.0,144558444343000.0,144472963152000.0,143473972814000.0,144181603429000.0
2030.0,144061464146000.0,143790641849000.0,142894059450000.0,143735534598000.0
2031.0,143258240142000.0,142951743255000.0,142018616324000.0,143295316278000.0
2032.0,142545604751000.0,142161662032000.0,141092467364000.0,142777991977000.0
2033.0,141891191347000.0,141463121053000.0,140258686654000.0,142122583758000.0
2034.0,141154107921000.0,140858024973000.0,139346326937000.0,141453388225000.0
2035.0,140447728710000.0,140341376155000.0,138436919270000.0,140778465393000.0
2036.0,139733186056000.0,139769381095000.0,137471494441000.0,140140521582000.0
2037.0,138918909885000.0,139115889473000.0,136618764122000.0,139429607634000.0
2038.0,138053663350000.0,138352603513000.0,135642403427000.0,138398022065000.0
2039.0,137124300252000.0,137667392320000.0,134643383533000.0,137566634239000.0
2040.0,136357201468000.0,136921836292000.0,133757616420000.0,136710903433000.0
2041.0,135501285087000.0,136139916159000.0,132686457218000.0,135908269707000.0
2042.0,134467771915000.0,135473143636000.0,131437916296000.0,134987850030000.0
2043.0,133495404934000.0,134587609970000.0,130329045912000.0,134239530124000.0
2044.0,132687886319000.0,133667893337000.0,129190784280000.0,133248512447000.0
2045.0,131612816744000.0,132715524405000.0,128132282984000.0,132354738559000.0
2046.0,130735845378000.0,131660748944000.0,126979861998000.0,131464315669000.0
2047.0,129631053442000.0,130752693627000.0,125921156528000.0,130637746351000.0
2048.0,128576698059000.0,129770165684000.0,124609050498000.0,129775735278000.0
2049.0,127577038348000.0,128784893460000.0,123486589776000.0,128803036262000.0
2050.0,126502776079000.0,127954867989000.0,122407323311000.0,127743853895000.0
2051.0,125492068401000.0,127097666465000.0,121352378820000.0,126752625885000.0
2052.0,124536989256000.0,126179396141000.0,120110262413000.0,125570712050000.0
2053.0,123348589850000.0,125219287403000.0,118980764317000.0,124416898719000.0
2054.0,122233787553000.0,124204346907000.0,117850908169000.0,123294540180000.0
2055.0,121227147792000.0,123183756860000.0,116610104125000.0,122331115804000.0
2056.0,120297600390000.0,122167333032000.0,115466398200000.0,121088546067000.0
2057.0,119345209655000.0,121269319148000.0,114115387891000.0,119847926733000.0
2058.0,118266993577000.0,120218145888000.0,112899072886000.0,118763361575000.0
2059.0,117286458644000.0,119297916434000.0,111744187292000.0,117636019370000.0
2060.0,116485894509000.0,118398340133000.0,110385900643000.0,116707061413000.0
2061.0,115491463373000.0,117284654931000.0,109270523871000.0,115747714296000.0
2062.0,114582443527000.0,116224435133000.0,108098034285000.0,114760261331600.0
2063.0,113904367354000.0,115118525821000.0,106959830945000.0,113754513754000.0
2064.0,112941289017000.0,114235944245000.0,105837193711500.0,112697469314000.0
2065.0,112018751174000.0,113289355865000.0,104657946653000.0,111554534687000.0
2066.0,111087794793000.0,112410779758000.0,103524411397700.0,110580694241000.0
2067.0,110330101070000.0,111459817796700.0,102496416598000.0,109529502742100.0
2068.0,109729809687000.0,110557763042400.0,101351751754000.0,108513014935000.0
2069.0,109097023673000.0,109499092256600.0,100109813684000.0,107552195575300.0
2070.0,108378170452000.0,108584840480700.0,99127754424300.0,106575296536500.0
2071.0,107592773378700.0,107739370908000.0,98224495924900.0,105520457167000.0
2072.0,106729601689000.0,106824429845000.0,97011592448700.0,104511819018600.0
2073.0,105901362866000.0,105920356977300.0,95930523812400.0,103594475263000.0
2074.0,105139853011000.0,105016103580000.0,95210670788300.0,102726444918600.0
2075.0,104333183703000.0,104178002489600.0,94248705665400.0,101974641073000.0
2076.0,103560827344000.0,103255839895300.0,93234070743700.0,100933011456600.0
2077.0,102688130066000.0,102516262213700.0,92141294688700.0,100177212331000.0
2078.0,101968429812500.0,101686068891400.0,91229374386800.0,99257600151700.0
2079.0,101145443495000.0,100981320927000.0,90371110070600.0,98317184484000.0
2080.0,100327558126000.0,100297027706000.0,89719519271900.0,97370586966000.0
2081.0,99495435992000.0,99761218665000.0,88888325906600.0,96684215913600.0
2082.0,98778069754000.0,98994825042400.0,88065341932500.0,96071986077600.0
2083.0,98058067162000.0,98180215560400.0,87232619277300.0,95221584708500.0
2084.0,97352594091000.0,97479142821000.0,86292907347000.0,94356331798300.0
2085.0,96632054523000.0,96749741124000.0,85548911857000.0,93703883708700.0
2086.0,96137463704000.0,96048669364600.0,84893546259000.0,93184691596000.0
2087.0,95783737138000.0,95302776415300.0,84216924075100.0,92510882698000.0
2088.0,95397108928000.0,94758465724500.0,83476913556300.0,91732290768000.0
2089.0,94997719977000.0,94182649455600.0,82724104197600.0,90991101176000.0
2090.0,94473708090000.0,93402906040000.0,82011992629900.0,90274964383000.0
2091.0,94045739979000.0,92780825311000.0,81342549295700.0,89449669366000.0
2092.0,93440903964000.0,92147279150600.0,80815784963700.0,88851941414000.0
2093.0,92998138560000.0,91462896568300.0,80227262294000.0,88290929670000.0
2094.0,92385249070000.0,90897849475300.0,79474892032600.0,87557011585500.0
2095.0,91973606376000.0,90284125260000.0,78780606685700.0,86822801066600.0
2096.0,91616779673000.0,89738918834400.0,77956185308500.0,86065649681600.0
2097.0,91285040047000.0,89251718767000.0,77321429440300.0,85400557409000.0
2098.0,90898877584000.0,88658260777500.0,76789528781000.0,84735660705600.0
2099.0,90559215451000.0,88173926692500.0,76213781326000.0,84190643199000.0
2100.0,90147218007000.0,87650093041700.0,75502784734700.0,83559716325000.0
2101.0,89751746619000.0,87044668862000.0,74999889855000.0,83061049367000.0
2102.0,89395819465000.0,86475232062000.0,74501609953300.0,82304911567000.0
2103.0,89082913185000.0,85963689565000.0,73993145974000.0,81676399672000.0
2104.0,88828601424000.0,85434044754000.0,73540098511000.0,81192959094000.0
2105.0,88521998249000.0,85010798345000.0,73080466940000.0,80719604865000.0
2106.0,88282694176000.0,84517557491000.0,72496225345200.0,80324235645000.0
2107.0,88058928853000.0,83990337028000.0,72051585414700.0,79935758957000.0
2108.0,87650525987000.0,83564925361000.0,71512188666200.0,79396840061000.0
2109.0,87378758525000.0,82994863818000.0,71075639258700.0,78827561856000.0
2110.0,87035127841000.0,82668013653000.0,70587290690000.0,78454031754000.0
2111.0,86721570169000.0,82226275711000.0,70128559570800.0,78190708075000.0
2112.0,86366454259000.0,81954540795000.0,69667441116000.0,77704994348000.0
2113.0,86111418765000.0,81588701876000.0,69205814688000.0,77186363035000.0
2114.0,85842489049000.0,81098656473000.0,68829010014000.0,76766978775000.0
2115.0,85540834396000.0,80805543996000.0,68434898102600.0,76349484770000.0
2116.0,85271898890000.0,80472044618000.0,68178079597500.0,75953691905000.0
2117.0,85084183875000.0,80258637968700.0,67965335897800.0,75550194770000.0
2118.0,84803129450000.0,79980361956400.0,67676800804800.0,75122380683000.0
2119.0,84539905336000.0,79617365301600.0,67420303062400.0,74812097435000.0
2120.0,84252173698000.0,79225313183600.0,67027503376500.0,74519664547000.0
2121.0,83873207884000.0,78882673056000.0,66655961434800.0,74208876279000.0
2122.0,83707111734000.0,78499310460500.0,66310586512600.0,73925009592000.0
2123.0,83486427966000.0,78174390790000.0,65978773266000.0,73570036712000.0
2124.0,83248211996000.0,77811946717000.0,65712237701800.0,73436990479000.0
2125.0,82975189321000.0,77559890969600.0,65446656307700.0,73173785101000.0
2126.0,82769143258000.0,77348312830300.0,65211582472800.0,72924819362000.0
2127.0,82649485105000.0,77006023971000.0,64855635207500.0,72716002739000.0
2128.0,82593054203000.0,76499668135000.0,64546182043400.0,72381489122000.0
2129.0,82568741497000.0,76066436094000.0,64208166481000.0,72093701799000.0
2130.0,82324277863000.0,75729892072000.0,63881004894700.0,71891668558000.0
2131.0,82173203851000.0,75503542746700.0,63560941892700.0,71582777801000.0
2132.0,82068110140000.0,75254515663600.0,63187760409800.0,71423727491000.0
2133.0,81914029549000.0,74987921123000.0,62954723522300.0,71255220287000.0
2134.0,81614890293000.0,74681258501500.0,62726153167800.0,71027350899000.0
2135.0,81537547854000.0,74300210616600.0,62534765871900.0,70815938630000.0
2136.0,81467324903000.0,73986931544800.0,62270372158500.0,70610961162000.0
2137.0,81402972793000.0,73846019922700.0,62160021419900.0,70352068974000.0
2138.0,81323327373000.0,73610516943000.0,61962498818800.0,70160216714000.0
2139.0,81283532023000.0,73251763454600.0,61728338658900.0,69925090662000.0
2140.0,81155353509000.0,73031711566000.0,61520528137900.0,69732160051000.0
2141.0,81061691916000.0,72784733311700.0,61285181745100.0,69521184436000.0
2142.0,80931506196000.0,72642004152000.0,61177603007900.0,69322446014000.0
2143.0,80861574429000.0,72441788003800.0,61024665483230.0,69062020041000.0
2144.0,80767927288000.0,72234039067500.0,60743415277000.0,68800784961000.0
2145.0,80652447094000.0,72099630430400.0,60520682588660.0,68692676479000.0
2146.0,80618102722000.0,71928820777000.0,60270471116500.0,68489788839000.0
2147.0,80538920815000.0,71706786222700.0,60153027222150.0,68300480676000.0
2148.0,80477099065000.0,71425204739800.0,59981805460600.0,68054444080000.0
2149.0,80360040239000.0,71232449102500.0,59842649458700.0,67935292384000.0
2150.0,80301438415000.0,70832076460000.0,59679751755300.0,67873441589000.0
2151.0,80218106853000.0,70622299822500.0,59625557529300.0,67873038137000.0
2152.0,80127987135000.0,70357411173900.0,59537406911400.0,67737015744000.0
2153.0,80125857666000.0,70143154541100.0,59412907288240.0,67459270024000.0
2154.0,80104383569000.0,70028468019600.0,59294210906900.0,67311425749000.0
2155.0,79997575245000.0,69791202829600.0,59098024108500.0,67093341809000.0
2156.0,79953266186000.0,69630139804000.0,58959804904700.0,66917909437000.0
2157.0,79986723878000.0,69400848182900.0,58881012020550.0,66877207421000.0
2158.0,80064652869000.0,69257644720300.0,58755941887140.0,66607156953000.0
2159.0,80009547555000.0,69031664747500.0,58624717491770.0,66418058961000.0
2160.0,79975614740000.0,68860168694400.0,58574444749080.0,66313929890000.0
2161.0,79972681901000.0,68766338750400.0,58485176559860.0,66218629670000.0
2162.0,79905301353000.0,68667517876500.0,58320343403740.0,66069709308000.0
2163.0,79791095966000.0,68504248073400.0,58180536253450.0,65952375693000.0
2164.0,79811066628000.0,68279543547000.0,58065900869430.0,65924929041000.0
2165.0,79786839101000.0,68103504498800.0,57900703661580.0,65861117443000.0
2166.0,79827881172000.0,67951640426800.0,57805272026600.0,65833999006000.0
2167.0,79856602967000.0,67769014710300.0,57748846490900.0,65740252812000.0
2168.0,79860629157000.0,67618166566000.0,57541446319920.0,65658913776000.0
2169.0,79839735895000.0,67431113705900.0,57402228687660.0,65484692096000.0
2170.0,79906845609000.0,67183177526500.0,57294439794580.0,65281796490000.0
2171.0,79858343033000.0,67082627024600.0,57220702231070.0,65195822407000.0
2172.0,79841147802000.0,66980595794100.0,57171455018740.0,65097931770000.0
2173.0,79831072832000.0,66903383786060.0,57073779424600.0,65064778482000.0
2174.0,79902804400000.0,66772905976400.0,56956120924660.0,64894628708000.0
2175.0,79858189249000.0,66650487704000.0,56872785795450.0,64782518340000.0
2176.0,80059373894000.0,66479598434700.0,56804329464170.0,64544055803000.0
2177.0,80154251109000.0,66325277425900.0,56623403342420.0,64400490342000.0
2178.0,80179873349000.0,66189431451700.0,56491410989830.0,64381372278000.0
2179.0,80125179672000.0,65956173147700.0,56401100245100.0,64283109863000.0
2180.0,80135798076000.0,65908379057960.0,56225526308070.0,64041855338000.0
2181.0,80200657692000.0,65733712716000.0,56137949259060.0,63934454291000.0
2182.0,80272339824000.0,65664822318060.0,56047920380970.0,63753610476000.0
2183.0,80264149437000.0,65518154377300.0,55976205593940.0,63630316720000.0
2184.0,80337180559000.0,65405569231860.0,55866253696950.0,63307856834000.0
2185.0,80357019822000.0,65206118053650.0,55791785158600.0,63156088748000.0
2186.0,80359098595000.0,65050232635300.0,55680402565170.0,63027750099000.0
2187.0,80380115734000.0,64910346335550.0,55548001743250.0,62924400126000.0
2188.0,80410699183000.0,64838280173300.0,55454942511020.0,62861457708000.0
2189.0,80455220537000.0,64796345704760.0,55353823075720.0,62685983924000.0
2190.0,80496379375000.0,64719637035750.0,55279775290630.0,62632140405000.0
2191.0,80485899076000.0,64618609583750.0,55270166296080.0,62582950236000.0
2192.0,80607360157000.0,64455800227860.0,55185235506350.0,62565404885000.0
2193.0,80604766594000.0,64440559680240.0,55082335927100.0,62510436025000.0
2194.0,80645848911000.0,64361194349030.0,55028675376900.0,62406062361000.0
2195.0,80780799566000.0,64226002986750.0,54996481732580.0,62308053566000.0
2196.0,80902367373000.0,64107549458300.0,54889765320080.0,62315739704000.0
2197.0,80883147421000.0,64078402066700.0,54882526282580.0,62166954611000.0
2198.0,80863863962000.0,64001263775140.0,54795142689820.0,62093083717000.0
2199.0,80893372023000.0,63825696949100.0,54724749681940.0,62026317656000.0
2200.0,80867257941000.0,63740239257660.0,54714654254730.0,61910168758000.0
2201.0,80913033140000.0,63587390564940.0,54619881729690.0,61861021657000.0
2202.0,80915124795000.0,63490101146860.0,54479284163020.0,61898612243000.0
2203.0,80952814055000.0,63390179231860.0,54473378410440.0,61699424074000.0
2204.0,80981159560000.0,63347127038360.0,54403508355540.0,61562657737000.0
2205.0,80966827731000.0,63177390717960.0,54287603098880.0,61367506808000.0
2206.0,81004352943000.0,63096435952800.0,54118401146370.0,61228149464000.0
2207.0,81110148691000.0,63004474180800.0,54030359572490.0,61135739032000.0
2208.0,81078648603000.0,63018555504840.0,53999569865910.0,61093749661000.0
2209.0,81041918654000.0,62896486167200.0,53970445127940.0,61006935879000.0
2210.0,81023751738000.0,62792930100200.0,53832304664800.0,60924686104000.0
2211.0,81077559095000.0,62769603425700.0,53726482743410.0,60771278868000.0
2212.0,81141945833000.0,62827238887800.0,53733487341430.0,60584928876000.0
2213.0,81130955576000.0,62770914769600.0,53692873669100.0,60438796175000.0
2214.0,81146130903000.0,62663501089700.0,53604729061260.0,60309421698000.0
2215.0,81087607377000.0,62671347093800.0,53549861560030.0,60122901448000.0
2216.0,81089257344000.0,62601405195460.0,53556815108340.0,60068861740000.0
2217.0,81168251246000.0,62516920115950.0,53470791440950.0,60014492971000.0
2218.0,81122655511000.0,62486506131000.0,53367705424220.0,59832140774000.0
2219.0,81099776304000.0,62462166249250.0,53333818017170.0,59677488326000.0
2220.0,81053871747000.0,62455409148260.0,53283327567660.0,59481494533000.0
2221.0,81089527948000.0,62408729700160.0,53101765264570.0,59346894164000.0
2222.0,81167543121000.0,62406898986700.0,53057150586800.0,59213125605000.0
2223.0,81203083810000.0,62355098688100.0,52945241880420.0,59107643818000.0
2224.0,81154723322000.0,62316982265400.0,52773805741200.0,58826764602000.0
2225.0,81271596726000.0,62292362847300.0,52721756564050.0,58669872228000.0
2226.0,81412096070000.0,62182975219700.0,52657440055050.0,58557422992000.0
2227.0,81418549168000.0,62116818886400.0,52518976823510.0,58396717177000.0
2228.0,81453000132000.0,62084031190060.0,52471440490800.0,58261698377000.0
2229.0,81389489243000.0,62039297182100.0,52406549587770.0,58156307947000.0
2230.0,81393770479000.0,62064633799100.0,52395356231380.0,57936843364000.0
2231.0,81424389845000.0,62014678661300.0,52358891985340.0,57825902710000.0
2232.0,81505661634000.0,62024173487400.0,52353235603060.0,57645329551000.0
2233.0,81483309918000.0,61969782194400.0,52230237822400.0,57594312013000.0
2234.0,81629126416000.0,61940797741000.0,52215951890940.0,57439592108000.0
2235.0,81573745886000.0,61855032823260.0,52168427323030.0,57352470281000.0
2236.0,81645415545000.0,61851998838000.0,52129796649900.0,57212019830000.0
2237.0,81659752290000.0,61797688787800.0,52065092130110.0,57137174816000.0
2238.0,81774309426000.0,61713547582800.0,52031698571100.0,56979625075000.0
2239.0,81867864567000.0,61609360841000.0,51971928572100.0,56836738731000.0
2240.0,81910274396000.0,61477668936500.0,51998234237400.0,56803046190000.0
2241.0,81969854680000.0,61442097942770.0,52008510780120.0,56691369845000.0
2242.0,81965089334000.0,61309122906140.0,51927912915260.0,56612395868000.0
2243.0,82100481649000.0,61225887244700.0,51880475619140.0,56465479166000.0
2244.0,82223525862000.0,61102260115050.0,51814779088180.0,56360168132000.0
2245.0,82297817299000.0,61054693369100.0,51830712323600.0,56134910063000.0
2246.0,82478563887000.0,61034977345700.0,51734036108030.0,55988754009000.0
2247.0,82636389294000.0,60990270316150.0,51634932521230.0,55772670398000.0
2248.0,82744867939000.0,60804215045540.0,51549291109000.0,55560483959000.0
2249.0,82805902138000.0,60685379384500.0,51508323679080.0,55437387043000.0
2250.0,82863069744000.0,60631878465600.0,51524094691870.0,55334985396000.0
2251.0,82883878582000.0,60576984929100.0,51445983135580.0,55326451996000.0
2252.0,82977191030000.0,60507158262000.0,51452730839880.0,55203648538000.0
2253.0,83076920484000.0,60429778453000.0,51420092730730.0,55072553155000.0
2254.0,83113085094000.0,60354119186800.0,51418355969490.0,54872840331000.0
2255.0,83138756713000.0,60319896073340.0,51380404741600.0,54757328011000.0
2256.0,83137681298000.0,60351464383400.0,51290173911100.0,54592690119000.0
2257.0,83223650735000.0,60259280945740.0,51244214431350.0,54419064076000.0
2258.0,83232207946000.0,60197555998260.0,51290513774690.0,54232993619000.0
2259.0,83253634301000.0,60082732929300.0,51218154650020.0,53994574079000.0
2260.0,83409660073000.0,60102943294300.0,51225382613420.0,53861109456000.0
2261.0,83490641063000.0,60060843747450.0,51167602231030.0,53730432711000.0
2262.0,83516420098000.0,60031009993240.0,51117075762060.0,53585440714000.0
2263.0,83414645483000.0,59932229125100.0,51177367119650.0,53445170797000.0
2264.0,83356220137000.0,59789816599600.0,51168651971200.0,53235779090000.0
2265.0,83403948623000.0,59802250416200.0,51200201812360.0,53019546988000.0
2266.0,83390846227000.0,59752722218540.0,51120044767980.0,52816585552000.0
2267.0,83377123893000.0,59675741833400.0,51178587728660.0,52709711169000.0
2268.0,83300151082000.0,59570722506300.0,51093208933200.0,52477368364000.0
2269.0,83289842694000.0,59500847867500.0,51082610619580.0,52290653441000.0
2270.0,83345073802000.0,59277824546550.0,51081208729740.0,52219881979000.0
2271.0,83402559076000.0,59224079232100.0,51043957866410.0,52021715462000.0
2272.0,83518081006000.0,59203245493970.0,51064824014650.0,51865610674000.0
2273.0,83615613174000.0,59125439724600.0,51098148213820.0,51705867786000.0
2274.0,83792020638000.0,59055606251100.0,51053221383600.0,51565661405000.0
2275.0,83854745427000.0,58953088590670.0,50999680702580.0,51430743868000.0
2276.0,83943833793000.0,58788486737050.0,50974413751080.0,51278620643000.0
2277.0,83999280813000.0,58708151395600.0,50878417362110.0,51222687139000.0
2278.0,84074959765000.0,58697824878930.0,50878566635060.0,51105477136000.0
2279.0,84112572742000.0,58606304534700.0,50856975265860.0,50979593565000.0
2280.0,84171424076000.0,58526087067470.0,50801242832820.0,50957068364000.0
2281.0,84174504728000.0,58407372999040.0,50816064568000.0,50785409885000.0
2282.0,84202427792000.0,58305495767080.0,50816335223850.0,50641646187000.0
2283.0,84305275893000.0,58259287172500.0,50674816182520.0,50502792770000.0
2284.0,84377241942000.0,58224379076400.0,50689589396960.0,50411902009000.0
2285.0,84388938223000.0,58189416421340.0,50650169809860.0,50265322446000.0
2286.0,84330445744000.0,58211246476300.0,50632894175390.0,50071949559000.0
2287.0,84302749692000.0,58201820914160.0,50510286264420.0,49944085798000.0
2288.0,84348437709000.0,58123361142300.0,50473082745430.0,49836829489000.0
2289.0,84408649146000.0,58107455832800.0,50458723149100.0,49786166449000.0
2290.0,84377087336000.0,58144675436500.0,50590795637740.0,49617615762000.0
2291.0,84344019208000.0,58083435892940.0,50668381161580.0,49476923593000.0
2292.0,84370696061000.0,58113850889660.0,50643179513310.0,49341560611000.0
2293.0,84295973725000.0,58054007230050.0,50620698119090.0,49239313739000.0
2294.0,84385816535000.0,58023204464700.0,50580288388820.0,49115103996000.0
2295.0,84329814539000.0,58100318494500.0,50512308237470.0,48888502044000.0
2296.0,84365668922000.0,58108413632600.0,50515772338110.0,48778752233000.0
2297.0,84436023533000.0,58131566146500.0,50496594368660.0,48598505005000.0
2298.0,84345069741000.0,58141037618300.0,50537759631400.0,48440099511000.0
2299.0,84358329012000.0,58132807284100.0,50464585513340.0,48273896940000.0
2300.0,84324964503000.0,58034616515600.0,50498746187540.0,48128461859000.0
